文档名,主题1,主题2,主题3
001__seg.txt,0.03797081599926226,0.03776318094862823,0.9242660030521095
002__seg.txt,0.0514134436164264,0.051292140950413186,0.8972944154331604
003__seg.txt,0.9080134150386353,0.04518367764290533,0.04680290731845932
004__seg.txt,0.04838585090809481,0.04837189172137594,0.9032422573705293
005__seg.txt,0.043043740244100716,0.9137554389285486,0.04320082082735065
